Date,Title,Time,Location,Summary,Link
2025-11-11,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-12,Swartz Center CONNECTS Seminar Series,1762968600,"Swartz Center for Entrepreneurship, Tepper Building, or Zoom",The Swartz Center for Entrepreneurship’s CONNECTS seminar series enhances the experiential education of any individual interested in innovation and entrepreneurship.,https://events.cmu.edu/event/23699-swartz-center-connects-seminar-series
2025-11-12,Paws to Relax: Weekly Pet Therapy Program,1762990200,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics","Volunteers through Animal Friend’s Therapet program will join us on Wednesdays, from 6:30-7:30 p.m., to offer some friendly dog companions for the hour.",https://events.cmu.edu/event/23775-paws-to-relax-weekly-pet-therapy-program
2025-11-12,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-12,Mini-2 drop deadline; withdrawal grade assigned after this date,All Day,,,https://events.cmu.edu/event/21992-mini-2-drop-deadline-withdrawal-grade-assigned
2025-11-12,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-12,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-12,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-13,Staff Supervisory Essentials Session,1763042400,University Technology Development Center,"Transitioning to a supervisory role is a mindset shift requiring new skills and responsibilities. Understanding your role, communicating effectively, managing performance, and awareness of legal responsibilities are key to your success. This session will introduce you to the essential concepts in each of these areas.",https://events.cmu.edu/event/22332-staff-supervisory-essentials-session
2025-11-13,Community Crafternoon,1763049600,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics",,https://events.cmu.edu/event/23785-community-crafternoon
2025-11-13,AI-SDM Seminar Series: Akshay Krishnamurthy,1763053200,Newell-Simon Hall 4305 or Zoom,,https://events.cmu.edu/event/25176-ai-sdm-seminar-series-akshay-krishnamurthy
2025-11-13,Study Abroad Pre-Departure Session,1763053200,"Cohon University Center, Danforth Conference Room",Attending one pre-departure orientation is required for all study abroad students.,https://events.cmu.edu/event/25479-study-abroad-pre-departure-session
2025-11-13,Swartz Center CONNECTS Seminar Series,1763055000,"Swartz Center for Entrepreneurship, Tepper Building, or Zoom",The Swartz Center for Entrepreneurship’s CONNECTS seminar series enhances the experiential education of any individual interested in innovation and entrepreneurship.,https://events.cmu.edu/event/23698-swartz-center-connects-seminar-series
2025-11-13,Keep Growing: Reflecting on Profess &amp; Planning Next Steps (In Person Peer Connect Gathering),1763074800,"Room 5403, Wean Hall",Take time to reflect on your progress with your goals.,https://events.cmu.edu/event/25310-keep-growing-reflecting-on-profess-planning
2025-11-13,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-13,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-13,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-13,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-14,Heartfulness Weekly Meditation,1763127900,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics",,https://events.cmu.edu/event/23788-heartfulness-weekly-meditation
2025-11-14,Libraries Workshop: Series: Getting Started with C/C++,1763130600,Online,,https://events.cmu.edu/event/24867-libraries-workshop-series-getting-started-with-cc
2025-11-14,(Women’s Basketball) John Carroll vs. Carnegie Mellon,1763161200,,,https://events.cmu.edu/event/23851-womens-basketball-john-carroll-vs-carnegie-mellon
2025-11-14,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-14,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-14,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-14,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-15,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-15,Nativity Fast Begins,All Day,,"This day begins the traditional season of fasting for Eastern Orthodox Christians, in preparation for the Nativity of Christ.",https://events.cmu.edu/event/22041-nativity-fast-begins
2025-11-15,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-15,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-15,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-16,Carnegie Mellon Wind Ensemble,1763321400,"Kresge Theatre, College of Fine Arts @ 5000 Forbes Avenue, Pittsburgh, Pennsylvania, 15213, United States",,https://events.cmu.edu/https://events.time.ly/vdibqnd/43901194
2025-11-16,(Men’s Basketball) Denison vs. Carnegie Mellon,1763323200,,,https://events.cmu.edu/event/23846-mens-basketball-denison-vs-carnegie-mellon
2025-11-16,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-16,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-16,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-16,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-17,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-17,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-17,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-17,Spring 2026 Registration,All Day,,,https://events.cmu.edu/
2025-11-17,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-18,Libraries Workshop: Analyzing Scholarly Literature using Bibliometrics,1763481600,Online,,https://events.cmu.edu/event/24868-libraries-workshop-analyzing-scholarly-literature
2025-11-18,Libraries Workshop: Tips for Writing Literature Reviews: Part 1,1763488800,Online,,https://events.cmu.edu/event/24869-libraries-workshop-tips-for-writing-literature
2025-11-18,How to Find &amp; Apply for Summer Internships,1763505000,Baker Hall A36 - Adamson Wing,Join us for the Experiential Learning team’s overview on summer internship opportunities!,https://events.cmu.edu/event/26153-how-to-find-apply-for-summer-internships
2025-11-18,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-18,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-18,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-18,Spring 2026 Registration,All Day,,,https://events.cmu.edu/
2025-11-18,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-19,University Lecture Series: David Yeager,1763589600,"McConomy Auditorium, Cohon University Center",,https://events.cmu.edu/event/26147-university-lecture-series-david-yeager
2025-11-19,Paws to Relax: Weekly Pet Therapy Program,1763595000,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics","Volunteers through Animal Friend’s Therapet program will join us on Wednesdays, from 6:30-7:30 p.m., to offer some friendly dog companions for the hour.",https://events.cmu.edu/event/23776-paws-to-relax-weekly-pet-therapy-program
2025-11-19,Carnegie Mellon Guitar Ensemble,1763600400,"Kresge Theatre, College of Fine Arts @ 5000 Forbes Avenue, Pittsburgh, Pennsylvania, 15213, United States",,https://events.cmu.edu/https://events.time.ly/vdibqnd/43901220
2025-11-19,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-19,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-19,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-19,Spring 2026 Registration,All Day,,,https://events.cmu.edu/
2025-11-19,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-20,Study Abroad Coffee Hour,1763650800,,All students are welcome to join and ask the Study Abroad team any questions they may have.,https://events.cmu.edu/event/25480-study-abroad-coffee-hour
2025-11-20,Staff Council General Body Meeting,1763658000,"Danforth Conference Room, CUC, or Zoom",Staff Council general body meetings are held on the third Thursday of each month and are open to all CMU staff.,https://events.cmu.edu/event/26263-staff-council-general-body-meeting
2025-11-20,AI-SDM Seminar Series: Tom Manzini,1763658000,Newell-Simon Hall 4305 or Zoom,,https://events.cmu.edu/event/25177-ai-sdm-seminar-series-tom-manzini
2025-11-20,Hilliard Talk: Ned Augenblick,1763659800,Tepper Building Room 4242,"The CMU Department of Social & Decision Sciences presents the Hilliard Family Speaker Series on Behavioral Economics with Ned Augenblick, University of California-Berkeley.",https://events.cmu.edu/event/25124-hilliard-talk-ned-augenblick
2025-11-20,CMU Chorus &amp; Singers,1763685000,"Kresge Theatre, College of Fine Arts @ 5000 Forbes Avenue, Pittsburgh, Pennsylvania, 15213, United States",,https://events.cmu.edu/https://events.time.ly/vdibqnd/43901225
2025-11-20,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-20,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-20,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-20,Spring 2026 Registration,All Day,,,https://events.cmu.edu/
2025-11-20,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-21,Heartfulness Weekly Meditation,1763732700,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics",,https://events.cmu.edu/event/23789-heartfulness-weekly-meditation
2025-11-21,CMIST Graduate Program Open House,1763733600,,Join us for a virtual information session to learn more about the graduate programs that CMIST offers.,https://events.cmu.edu/event/25251-cmist-graduate-program-open-house
2025-11-21,Astro Lunch Seminar: Andrea Antoni (CCA),1763744400,Wean Hall (8330),,https://events.cmu.edu/event/26157-astro-lunch-seminar-andrea-antoni-cca
2025-11-21,Libraries Workshop: Creating Websites and Portfolios with GitPages,1763748000,"Sorrells Library Den, Wean Hall",,https://events.cmu.edu/event/24870-libraries-workshop-creating-websites-and
2025-11-21,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-21,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-21,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-21,Spring 2026 Registration,All Day,,,https://events.cmu.edu/
2025-11-21,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-22,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-22,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-22,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-22,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-23,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-23,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-23,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-23,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-24,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-24,Mini-2 Pass/No Pass &amp; Withdrawal Deadline,All Day,,,https://events.cmu.edu/event/21989-mini-2-passno-pass-withdrawal-deadline
2025-11-24,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-24,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-24,Semester &amp; Mini-2 Faculty Course Evaluations open,All Day,,,https://events.cmu.edu/event/21990-semester-mini-2-faculty-course-evaluations
2025-11-24,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-25,Libraries Workshop: Tips for Writing Literature Reviews: Part 2,1764093600,Online,,https://events.cmu.edu/event/24871-libraries-workshop-tips-for-writing-literature
2025-11-25,(Women’s Basketball) Carlow vs. Carnegie Mellon,1764097200,,,https://events.cmu.edu/event/23836-womens-basketball-carlow-vs-carnegie-mellon
2025-11-25,Day of the Covenant,All Day,,"On the Day of the Covenant, Baha’is remember the appointment of Abdu’l-Baha as the center of Baha’u’llah’s covenant.",https://events.cmu.edu/event/22042-day-of-the-covenant
2025-11-25,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-25,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-25,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-25,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-26,Paws to Relax: Weekly Pet Therapy Program,1764199800,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics","Volunteers through Animal Friend’s Therapet program will join us on Wednesdays, from 6:30-7:30 p.m., to offer some friendly dog companions for the hour.",https://events.cmu.edu/event/23777-paws-to-relax-weekly-pet-therapy-program
2025-11-26,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-26,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-26,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-26,Thanksgiving Break; No Classes,All Day,,,https://events.cmu.edu/
2025-11-26,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-27,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
